url,name,date,year,raw_date
http://triathlonranking2.perfectpace.com/event/1754,Sprintdistanz Podersdorf,2024-09-01,2024,01. September 2024
http://triathlonranking2.perfectpace.com/event/1755,Kurzdistanz Podersdorf,2024-09-01,2024,01. September 2024
http://triathlonranking2.perfectpace.com/event/1752,Langdistanz Podersdorf,2024-08-31,2024,31. August 2024
http://triathlonranking2.perfectpace.com/event/1753,Mitteldistanz Podersdorf,2024-08-31,2024,31. August 2024
http://triathlonranking2.perfectpace.com/event/1762,Sprintdistanz Überfeld,2024-08-17,2024,17. August 2024
http://triathlonranking2.perfectpace.com/event/1749,Sprintdistanz Blindenmarkt,2024-08-15,2024,15. August 2024
